Author	n (strains)	publication title	journal	publication URL	strains
Amoako DG et al	18	unknown	unknown	unknown	hCoV-19/SouthAfrica/NICD-N6591/2021,hCoV-19/SouthAfrica/NICD-N8833/2021,hCoV-19/SouthAfrica/NICD-N7057/2021,hCoV-19/SouthAfrica/N5608/2021,hCoV-19/SouthAfrica/NICD-N6542/2021,hCoV-19/SouthAfrica/NICD-N6569/2021,hCoV-19/SouthAfrica/NICD-N7605/2021,hCoV-19/SouthAfrica/NICD-N5388/2021,hCoV-19/SouthAfrica/NICD-N7034/2021,hCoV-19/SouthAfrica/NICD-N11097/2021,hCoV-19/SouthAfrica/NICD-N10375/2021,hCoV-19/SouthAfrica/NICD-N9051/2021,hCoV-19/SouthAfrica/NICD-N10839/2021,hCoV-19/SouthAfrica/NICD-R10629/2021,hCoV-19/SouthAfrica/NICD-N11844/2021,hCoV-19/SouthAfrica/NICD-R11104/2021,hCoV-19/SouthAfrica/NICD-N11199/2021,hCoV-19/SouthAfrica/NICD-N00275/2020
Sikhulile Moyo et al	25	unknown	unknown	unknown	hCoV-19/Botswana/R14B25_BHP_b59_121047451/2021,hCoV-19/Botswana/R14B24_BHP_b58_121047443/2021,hCoV-19/Botswana/R14B26_BHP_b60_121047444/2021,hCoV-19/Botswana/R14B27_BHP_b61_121047439/2021,hCoV-19/Botswana/R17B40_BHP_000470661/2021,hCoV-19/Botswana/R16B24_BHP_AAB45573/2021,hCoV-19/Botswana/R17B32_BHP_000469793/2021,hCoV-19/Botswana/R16B12_BHP_AAB43725/2021,hCoV-19/Botswana/R16B37_BHP_000453545/2021,hCoV-19/Botswana/R17B2_BHP_AAB51112/2021,hCoV-19/Botswana/R17B56_BHP_000468936/2021,hCoV-19/Botswana/R22B41_BHP_AAB83564/2021,hCoV-19/Botswana/R17B50_BHP_000473252/2021,hCoV-19/Botswana/R18B22_BHP_AAB60599/2021,hCoV-19/Botswana/R19B11_BHP_AAB70010/2021,hCoV-19/Botswana/R19B83_BHP_000534445/2021,hCoV-19/Botswana/R21B39_BHP_AAB79087/2021,hCoV-19/Botswana/R21B3_BHP_AAB79024/2021,hCoV-19/Botswana/R20B18_BHP_AAB70065/2021,hCoV-19/Botswana/R20B10_BHP_AAB70057/2021,hCoV-19/Botswana/R23B45_BHP_000588418/2021,hCoV-19/Botswana/R23B63_BHP_000587427/2021,hCoV-19/Botswana/R21B58_BHP_AAB79027/2021,hCoV-19/Botswana/R21B55_BHP_AAB79002/2021,hCoV-19/Botswana/R21B46_BHP_AAB78981/2021
Morais J et al	15	unknown	unknown	unknown	hCoV-19/Angola/CERI-KRISP-K013540/2020,hCoV-19/Angola/CERI-KRISP-K013525/2020,hCoV-19/Angola/CERI-KRISP-K014904/2021,hCoV-19/Angola/CERI-KRISP-K013701/2020,hCoV-19/Angola/CERI-KRISP-K014928/2021,hCoV-19/Angola/CERI-KRISP-K014939/2021,hCoV-19/Angola/KRISP-K009773/2021,hCoV-19/Angola/CERI-KRISP-K018930/2021,hCoV-19/Angola/CERI-KRISP-K015455/2021,hCoV-19/Angola/CERI-KRISP-K015459/2021,hCoV-19/Angola/CERI-KRISP-K015458/2021,hCoV-19/Angola/CERI-KRISPK014879/2021,hCoV-19/Angola/CERI-KRISP-K015470/2021,hCoV-19/Angola/CERI-KRISPK013478/2021,hCoV-19/Angola/CERI-KRISP-K015476/2021
Air Comodor Dr J. Chimedza et al	1	unknown	unknown	unknown	hCoV-19/Zimbabwe/CERI-KRISP-K011512/2021
Marion Barbet et al	20	unknown	unknown	unknown	hCoV-19/Guadeloupe/IPP04491/2021,hCoV-19/Guadeloupe/IPP14148/2021,hCoV-19/Niger/IPP10313/2021,hCoV-19/Niger/IPP10314/2021,hCoV-19/Monaco/IPP14374/2021,hCoV-19/Monaco/IPP14387/2021,hCoV-19/France/CVL-IPP16633/2021,hCoV-19/Monaco/IPP14494/2021,hCoV-19/Guadeloupe/IPG-7333/2020,hCoV-19/Madagascar/IPM-00532/2021,hCoV-19/France/PDL-IPP12772/2021,hCoV-19/France/IDF-IPP14767/2021,hCoV-19/Guadeloupe/IPP11462/2021,hCoV-19/Guadeloupe/IPP13778/2021,hCoV-19/Guadeloupe/IPP13824/2021,hCoV-19/Guadeloupe/IPP12789/2021,hCoV-19/Guadeloupe/IPP14836/2021,hCoV-19/Guadeloupe/IPP14050/2021,hCoV-19/Guadeloupe/IPP15820/2021,hCoV-19/Guadeloupe/IPP18574/2021
Placide Mbala-Kingebeni et al	33	unknown	unknown	unknown	hCoV-19/DRC/298978/2021,hCoV-19/DRC/RDC-76/2021,hCoV-19/DRC/RDC-104/2021,hCoV-19/RepublicoftheCongo/RC-056/2021,hCoV-19/RepublicoftheCongo/RC-030/2021,hCoV-19/RepublicoftheCongo/RC-055/2021,hCoV-19/RepublicoftheCongo/RC-100/2021,hCoV-19/Cameroon/CAM069/2021,hCoV-19/RepublicoftheCongo/RC-003/2021,hCoV-19/RepublicoftheCongo/RC-012/2021,hCoV-19/RepublicoftheCongo/RC-001/2021,hCoV-19/DRC/GOMA9496/2021,hCoV-19/DRC/RDC-129/2021,hCoV-19/DRC/RDC-122/2021,hCoV-19/DRC/RDC-398/2021,hCoV-19/DRC/RDC-142/2021,hCoV-19/DRC/RDC-356/2021,hCoV-19/DRC/INRB-RDC-548/2021,hCoV-19/DRC/RDC-194/2021,hCoV-19/DRC/RDC-196/2021,hCoV-19/DRC/299174/2021,hCoV-19/DRC/16313/2021,hCoV-19/DRC/INRB-RDC-552/2021,hCoV-19/DRC/INRB-RDC-534/2021,hCoV-19/DRC/RDC-377/2021,hCoV-19/DRC/INRB-RDC-553/2021,hCoV-19/DRC/RDC-368/2021,hCoV-19/DRC/RDC-380/2021,hCoV-19/DRC/7434/2020,hCoV-19/RepublicoftheCongo/RC-015/2021,hCoV-19/RepublicoftheCongo/RC-006/2021,hCoV-19/DRC/RDC-226/2021,hCoV-19/RepublicoftheCongo/RC-016/2021
PA Bester et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/UFS-VIRO-NGS-491/2021
Kefentse Arnold Tumedi et al	2	unknown	unknown	unknown	hCoV-19/Botswana/BOT359715/2021,hCoV-19/Botswana/BOT78712/2020
Alan K.L. Tsang et al	5	unknown	unknown	unknown	hCoV-19/HongKong/VM21024378/2021,hCoV-19/HongKong/VM21021481/2021,hCoV-19/HongKong/CM21000437/2021,hCoV-19/HongKong/VM21031069/2021,hCoV-19/HongKong/VM21031433/2021
Francis A. Tablizo et al	9	unknown	unknown	unknown	hCoV-19/Philippines/PH-PGC-44778/2021,hCoV-19/Philippines/PH-PGC-45444/2021,hCoV-19/Philippines/PH-PGC-04029/2021,hCoV-19/Philippines/PH-PGC-04043/2021,hCoV-19/Philippines/PH-PGC-00170/2020,hCoV-19/Philippines/PH-PGC-05778/2020,hCoV-19/Philippines/PH-PGC-17742/2021,hCoV-19/Philippines/PH-PGC-44877/2021,hCoV-19/Philippines/PH-PGC-43279/2021
Collins M. Morang'a et al	31	unknown	unknown	unknown	hCoV-19/Ghana/WACCBIP-GS834/2021,hCoV-19/Ghana/WACCBIP-GS852/2021,hCoV-19/Ghana/WACCBIP-GS749/2021,hCoV-19/Ghana/WACCBIP-GS1253/2021,hCoV-19/Ghana/WACCBIP-GS884/2021,hCoV-19/Ghana/WACCBIP-GS1244/2021,hCoV-19/Ghana/WACCBIP-GS1216/2021,hCoV-19/Ghana/WACCBIP-GS1247/2021,hCoV-19/Ghana/WACCBIP-GS1197/2021,hCoV-19/Ghana/WACCBIP-GS1207/2021,hCoV-19/Ghana/WACCBIP-GS1037/2021,hCoV-19/Ghana/WACCBIP-GS1058/2021,hCoV-19/Ghana/WACCBIP-GS1036/2021,hCoV-19/Ghana/WACCBIP-GS480/2020,hCoV-19/Ghana/WACCBIP-GS483/2020,hCoV-19/Ghana/WACCBIP-GS874/2021,hCoV-19/Ghana/WACCBIP-GS740/2021,hCoV-19/Ghana/WACCBIP-GS849/2021,hCoV-19/Ghana/WACCBIP-GS1066/2021,hCoV-19/Ghana/WACCBIP-GS881/2021,hCoV-19/Ghana/WACCBIP-GS1042/2021,hCoV-19/Ghana/WACCBIP-GS1064/2021,hCoV-19/Ghana/WACCBIP-GS988/2021,hCoV-19/Ghana/WACCBIP-GS914/2021,hCoV-19/Ghana/WACCBIP-GS1167/2021,hCoV-19/Ghana/WACCBIP-GS970/2021,hCoV-19/Ghana/WACCBIP-GS853/2021,hCoV-19/Ghana/WACCBIP-GS793/2021,hCoV-19/Ghana/WACCBIP-GS984/2021,hCoV-19/Ghana/WACCBIP-GS362/2020,hCoV-19/Ghana/WACCBIP-GS35/2020
Fatima zahra el ansari et al	2	unknown	unknown	unknown	hCoV-19/Morocco/ION_CODE_3/2021,hCoV-19/Morocco/Ion_code_2/2021
John Tembo et al	1	unknown	unknown	unknown	hCoV-19/Zambia/RC-044/2020
AIT YAHYA Emilie et al	1	unknown	unknown	unknown	hCoV-19/France/HDF-P363-21292M0809/2021
Giorgi Tomashvili et al	5	unknown	unknown	unknown	hCoV-19/Georgia/Tb-SNGS124/2021,hCoV-19/Georgia/Tb-SNGS358/2021,hCoV-19/Georgia/Tb-RNGS001/2021,hCoV-19/Georgia/Tb-RNGS002/2020,hCoV-19/Georgia/Tb-RNGS040/2021
Mvula B et al	9	unknown	unknown	unknown	hCoV-19/Malawi/CERI-KRISP-K015195/2021,hCoV-19/Malawi/KRISP-K010154/2021,hCoV-19/Malawi/CERI-KRISP-K015272/2021,hCoV-19/Malawi/CERI-KRISP-K015275/2021,hCoV-19/Malawi/CERI-KRISP-K015274/2021,hCoV-19/Malawi/CERI-KRISP-K015268/2021,hCoV-19/Malawi/CERI-KRISP-K015270/2021,hCoV-19/Malawi/CERI-KRISP-K015281/2021,hCoV-19/Malawi/CERI-KRISP-K015323/2021
Arash Iranzadeh et al	5	unknown	unknown	unknown	hCoV-19/SouthAfrica/NHLS-UCT-GS-9036/2020,hCoV-19/SouthAfrica/NHLS-UCT-GS-B551/2021,hCoV-19/SouthAfrica/NHLS-UCT-GP-6275/2021,hCoV-19/SouthAfrica/NHLS-UCT-GS-B448/2021,hCoV-19/SouthAfrica/NHLS-UCT-GS-0028/2020
Christophe Rodriguez et al	5	unknown	unknown	unknown	hCoV-19/France/IDF-HMN-21042290356/2021,hCoV-19/Guadeloupe/GP-HMN-21072130434/2021,hCoV-19/France/NOR-HMN-21042070177/2021,hCoV-19/France/GP-HMN-21052200216/2021,hCoV-19/France/GP-HMN-21072080541/2021
Maphalala GP et al	5	unknown	unknown	unknown	hCoV-19/Eswatini/N2787/2020,hCoV-19/Eswatini/N4797/2021,hCoV-19/Eswatini/N2780/2020,hCoV-19/Eswatini/N4800/2021,hCoV-19/Eswatini/N4795/2021
Githinji G. et al	29	unknown	unknown	unknown	hCoV-19/Kenya/C96113/2021,hCoV-19/Kenya/C94712/2021,hCoV-19/Kenya/SS418/2021,hCoV-19/Kenya/C90967/2021,hCoV-19/Kenya/C81824/2021,hCoV-19/Kenya/C93185/2021,hCoV-19/Kenya/C93178/2021,hCoV-19/Kenya/SS948/2021,hCoV-19/Kenya/C100396/2021,hCoV-19/Kenya/C100407/2021,hCoV-19/Kenya/SS931/2021,hCoV-19/Kenya/C102092/2021,hCoV-19/Kenya/SS315/2021,hCoV-19/Kenya/C102055/2021,hCoV-19/Kenya/C102336/2021,hCoV-19/Kenya/C101227/2021,hCoV-19/Kenya/C101990/2021,hCoV-19/Kenya/C100802/2021,hCoV-19/Kenya/C103216/2021,hCoV-19/Kenya/C102321/2021,hCoV-19/Kenya/C102966/2021,hCoV-19/Kenya/C103161/2021,hCoV-19/Kenya/SS383/2021,hCoV-19/Kenya/SS762/2021,hCoV-19/Kenya/C95566/2021,hCoV-19/Kenya/SS550/2021,hCoV-19/Kenya/SS804/2021,hCoV-19/Kenya/C94333/2021,hCoV-19/Kenya/SS408/2021
Jerome Nkurunziza et al	7	unknown	unknown	unknown	hCoV-19/Burundi/UG520/2021,hCoV-19/Burundi/UG521/2021,hCoV-19/Burundi/UG556/2021,hCoV-19/Burundi/UG557/2021,hCoV-19/Burundi/UG522/2021,hCoV-19/Burundi/UG524/2021,hCoV-19/Burundi/UG523/2021
Geert Martens et al	3	unknown	unknown	unknown	hCoV-19/Belgium/AZDelta-10593-2108R/2021,hCoV-19/Belgium/AZDelta-11962-2130R/2021,hCoV-19/Belgium/AZDelta-09071-2122R/2021
Keith Durkin et al	7	unknown	unknown	unknown	hCoV-19/Belgium/ULG-15692/2021,hCoV-19/Belgium/ULG-10356/2020,hCoV-19/Belgium/ULG-11876/2020,hCoV-19/Belgium/ULG-17594/2021,hCoV-19/Belgium/ULG-16856/2021,hCoV-19/Belgium/ULG-16024/2021,hCoV-19/Belgium/ULG-14918/2021
Salome Hosch et al	4	unknown	unknown	unknown	hCoV-19/EquatorialGuinea/98273/2021,hCoV-19/EquatorialGuinea/82371/2021,hCoV-19/EquatorialGuinea/86375/2021,hCoV-19/EquatorialGuinea/95415/2021
Antonio Orduña-Domingo et al	2	unknown	unknown	unknown	hCoV-19/Spain/CL-COV06528/2021,hCoV-19/Spain/CL-COV04339/2021
Catherine E. Arnold et al	6	unknown	unknown	unknown	hCoV-19/Djibouti/NAMRU3_KBR_1/2021,hCoV-19/Djibouti/NAMRU3-F100/2021,hCoV-19/Djibouti/NAMRU3-F116/2021,hCoV-19/Somalia/NAMRU3_Mog_54/2021,hCoV-19/Djibouti/NAMRU3_A104/2021,hCoV-19/Somalia/NAMRU3_Mog_32/2021
Giandhari J et al	3	unknown	unknown	unknown	hCoV-19/SouthAfrica/KRISP-K014786/2021,hCoV-19/SouthAfrica/KRISP-K002888/2020,hCoV-19/Angola/KRISP-K019426/2021
CHRF Bangladesh Genomics Team et al	4	unknown	unknown	unknown	hCoV-19/Bangladesh/CHRF-0265_Pr/2021,hCoV-19/Bangladesh/CHRF-0481/2021,hCoV-19/Bangladesh/CHRF-0413/2021,hCoV-19/Bangladesh/CHRF-0503/2021
A. S. M. Rubayet Ul Alam et al	2	unknown	unknown	unknown	hCoV-19/Bangladesh/JUST-GC283-055_W8/2021,hCoV-19/Bangladesh/JUST-GC279-066_W6/2021
Dr David A Wilkinson et al	3	unknown	unknown	unknown	hCoV-19/Reunion/PIMIT_10619/2021,hCoV-19/Reunion/PIMIT_12932/2021,hCoV-19/Reunion/PIMIT_10633/2021
Anthony LEVASSEUR et al	2	unknown	unknown	unknown	hCoV-19/France/PAC-IHU-5102-N1/2021,hCoV-19/France/PAC-IHU-10321-N1/2021
Hajar Lemriss et al	1	unknown	unknown	unknown	hCoV-19/Morocco/refstage1/2020
Jaqueline Goes de Jesus et al	1	First cases of coronavirus disease (COVID-19) in Brazil, South America	unknown	https://virological.org/t/first-cases-of-coronavirus-disease-covid-19-in-brazil-south-america-2-genomes-3rd-march-2020/409	hCoV-19/Brazil/SP-01/2020
PHE Covid Sequencing Team et al	5	unknown	unknown	unknown	hCoV-19/Ukraine/203100350/2020,hCoV-19/Ukraine/203100360/2020,hCoV-19/Ukraine/203100361/2020,hCoV-19/Albania/210901053/2020,hCoV-19/Albania/210901052/2021
Linda Mendoza et al	2	unknown	unknown	unknown	hCoV-19/Guatemala/GUA-LNS-48174/2020,hCoV-19/Guatemala/GUA-LNS-49688/2020
Andres Moreira-Soto et al	2	unknown	unknown	unknown	hCoV-19/CostaRica/CRV-0023/2020,hCoV-19/CostaRica/CRV-0017/2020
Githinji et al	1	unknown	unknown	unknown	hCoV-19/Kenya/C25310/2020
Dan Lule Bugembe et al	1	Main Routes of Entry and Genomic Diversity of SARS-CoV-2, Uganda	unknown	https://dx.doi.org/10.3201/eid2610.202575	hCoV-19/Uganda/UG016/2020
Githinji G. et al 2020 et al	2	Introduction and local transmission of SARS-CoV-2 cases in Kenya	unknown	https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497	hCoV-19/Kenya/C713/2020,hCoV-19/Kenya/NIC_187/2020
Katarina Prosenc (Laboratory for Virology) et al	1	unknown	unknown	unknown	hCoV-19/Slovenia/LabVir-4952/2020
Ikram Omar Osman et al	2	unknown	unknown	unknown	hCoV-19/Djibouti/CNSS00388-IHU1031243469/2020,hCoV-19/Djibouti/CNSS00115-IHU1031243441/2020
William Conner et al	2	unknown	unknown	unknown	hCoV-19/USA/MT-UMGC-00253/2020,hCoV-19/USA/MT-UMGC-00185/2020
Fatma Bayrakdar et al	11	unknown	unknown	unknown	hCoV-19/Turkey/HSGM-B18312/2021,hCoV-19/Turkey/HSGM-12918/2021,hCoV-19/Turkey/HSGM-GF7390/2021,hCoV-19/Turkey/HSGM-GF11343/2021,hCoV-19/Turkey/HSGM-GF11265/2021,hCoV-19/Turkey/HSGM-FS178/2021,hCoV-19/Turkey/HSGM-GF15499/2021,hCoV-19/Turkey/HSGM-B12478/2021,hCoV-19/Turkey/HSGM-B17862/2021,hCoV-19/Turkey/HSGM-2007052/2020,hCoV-19/Turkey/HSGM-B11043/2021
Sikhulile Dorcas Maruapula et al	2	unknown	unknown	unknown	hCoV-19/Botswana/R8B66_BHP_AAA25937/2020,hCoV-19/Botswana/R8B58_BHP_AAA24506/2020
Mitzi Castro et al	8	unknown	unknown	unknown	hCoV-19/Honduras/324506/2021,hCoV-19/Honduras/325808/2021,hCoV-19/Honduras/327951/2021,hCoV-19/Honduras/316254/2021,hCoV-19/Honduras/336319/2021,hCoV-19/Honduras/325577/2021,hCoV-19/Honduras/327783/2021,hCoV-19/Honduras/318106/2021
Nelly Amador et al	1	unknown	unknown	unknown	hCoV-19/Honduras/38845/2021
Elda Martínez et al	2	unknown	unknown	unknown	hCoV-19/Honduras/5413/2021,hCoV-19/Honduras/5748/2021
Joseph Fokam et al	2	unknown	unknown	unknown	hCoV-19/Cameroon/ICGEB-CIRCB_26438/2021,hCoV-19/Cameroon/ICGEB-CIRCB_26193/2021
Mfoutou Mapanguy Claujens Chastel et al	13	unknown	unknown	unknown	hCoV-19/Congo/FCRM-37-A5.01.07/2021,hCoV-19/Congo/FCRM-51-A33-01-07/2021,hCoV-19/Congo/FCRM-48-A21-05-07/2021,hCoV-19/Congo/FCRM-10-B14-23-06/2021,hCoV-19/Congo/FCRM-59-A9-26-04/2021,hCoV-19/Congo/FCRM-47-A16-03-07/2021,hCoV-19/Congo/FCRM-09-A35-26-06/2021,hCoV-19/Congo/FCRM-43-A29-03-07/2021,hCoV-19/Congo/FCRM-42-A26-07-07/2021,hCoV-19/Congo/FCRM-46-9091/2021,hCoV-19/Congo/FCRM-16-8378/2021,hCoV-19/Congo/FCRM-57-A24-19-04/2021,hCoV-19/Congo/FCRM-33-A42-26-06/2021
Gédéon Prince Manouana et al	18	unknown	unknown	unknown	hCoV-19/Gabon/CERMEL-DD0149/2021,hCoV-19/Gabon/CERMEL-DD0336/2021,hCoV-19/Gabon/CERMEL-S0883/2021,hCoV-19/Gabon/CERMEL-DD0590/2021,hCoV-19/Gabon/CERMEL-CC0499/2021,hCoV-19/Gabon/CERMEL-CC0433/2021,hCoV-19/Gabon/CERMEL-BB0759/2021,hCoV-19/Gabon/CERMEL-X0501GX/2021,hCoV-19/Gabon/LPDG379/2021,hCoV-19/Gabon/CERMEL-BB0744/2021,hCoV-19/Gabon/CERMEL-DD0594/2021,hCoV-19/Gabon/CERMEL-X0506GX/2021,hCoV-19/Gabon/CERMEL-DD0334/2021,hCoV-19/Gabon/CERMEL-DD0005/2021,hCoV-19/Gabon/CERMEL-Z0467/2021,hCoV-19/Gabon/CERMEL-BB0638/2021,hCoV-19/Gabon/CERMEL-DD0134/2021,hCoV-19/Gabon/CERMEL-Y0955/2021
S. Calvignac-Spencer et al	2	unknown	unknown	unknown	hCoV-19/CentralAfricanRepublic/301/2021,hCoV-19/CentralAfricanRepublic/326/2021
Antonio Mori et al	2	unknown	unknown	unknown	hCoV-19/Italy/VEN-UniVR-40/2020,hCoV-19/Italy/VEN-UniVR-26/2020
Muhammad Shuaib et al	1	unknown	unknown	unknown	hCoV-19/SaudiArabia/KAUST-RIYADH1243/2020
Raushan Nugmanova et al	1	unknown	unknown	unknown	hCoV-19/SaudiArabia/KAUST-MADINAH1669/2020
Georgi Merhi et al	8	unknown	unknown	unknown	hCoV-19/Lebanon/LAU4-53460/2020,hCoV-19/Lebanon/QIB-883/2021,hCoV-19/Lebanon/QIB-84/2021,hCoV-19/Lebanon/QIB-404/2021,hCoV-19/Lebanon/QIB-898/2021,hCoV-19/Lebanon/QIB-814/2021,hCoV-19/Lebanon/QIB-754/2021,hCoV-19/Lebanon/BI_MEIH1/2021
Ruth Ann Luna et al	2	unknown	unknown	unknown	hCoV-19/Belize/BZ-CML-TCMC-BZ007-0920/2020,hCoV-19/Belize/BZ-CML-TCMC-BZ022-1220/2020
Kame A. Galán-Huerta et al	2	unknown	unknown	unknown	hCoV-19/Mexico/TAM-UANL-003/2020,hCoV-19/Mexico/NLE-UANL-024/2021
Jan Richter et al	5	unknown	unknown	unknown	hCoV-19/Cyprus/Cy040989/2020,hCoV-19/Cyprus/Cy167396/2021,hCoV-19/Cyprus/002/2020,hCoV-19/Cyprus/Cy025715/2020,hCoV-19/Cyprus/Cy166194/2021
Endre Gábor Tóth et al	2	unknown	unknown	unknown	hCoV-19/Hungary/MH-13211/2020,hCoV-19/Hungary/UD-P540/2021
Authors from IBT et al	5	unknown	unknown	unknown	hCoV-19/Mexico/MEX-InDRE-IBT-124/2020,hCoV-19/Mexico/HID-IBT-IMSS-506/2020,hCoV-19/Mexico/COL-IBT-IMSS-463/2020,hCoV-19/Mexico/SIN-InDRE-IBT-27/2020,hCoV-19/Mexico/MEX-InDRE-IBT-121/2020
Jolene Bowers et al	2	unknown	unknown	unknown	hCoV-19/USA/AZ-TG795461/2020,hCoV-19/USA/AZ-TG983241/2021
CZB Cliahub Consortium et al	1	unknown	unknown	unknown	hCoV-19/USA/CA-CZB-3717/2020
Lemieux et al	1	unknown	unknown	unknown	hCoV-19/USA/RI-Broad_RIDOH-00419/2021
SEARCH Alliance San Diego with Aaron Harding et al	1	unknown	unknown	unknown	hCoV-19/Mexico/BCN-ALSR-3618/2020
Jeong-Ah Kim et al	3	unknown	unknown	unknown	hCoV-19/SouthKorea/KDCA4826/2021,hCoV-19/SouthKorea/KDCA5712/2021,hCoV-19/SouthKorea/KDCA6208/2021
Abdul Karim sesay et al	31	unknown	unknown	unknown	hCoV-19/Gambia/33057/2021,hCoV-19/Gambia/33059/2021,hCoV-19/Gambia/31887/2021,hCoV-19/Gambia/3703/2020,hCoV-19/Gambia/5022/2021,hCoV-19/Gambia/23736/2020,hCoV-19/Gambia/48842/2021,hCoV-19/Gambia/36747/2021,hCoV-19/Gambia/47701/2021,hCoV-19/Gambia/44621/2021,hCoV-19/Gambia/46010/2021,hCoV-19/Gambia/41399/2021,hCoV-19/Gambia/46581/2021,hCoV-19/Gambia/36175/2021,hCoV-19/Gambia/47959/2021,hCoV-19/Gambia/37145/2021,hCoV-19/Gambia/38712/2021,hCoV-19/Gambia/47965/2021,hCoV-19/Gambia/48459/2021,hCoV-19/Gambia/45424/2021,hCoV-19/Gambia/40994/2021,hCoV-19/Gambia/45092/2021,hCoV-19/Gambia/47753/2021,hCoV-19/Gambia/47710/2021,hCoV-19/Gambia/NPHL-1224/2020,hCoV-19/Gambia/32975/2021,hCoV-19/Gambia/37853/2021,hCoV-19/Gambia/37296/2021,hCoV-19/Gambia/15248/2021,hCoV-19/Gambia/15249/2021,hCoV-19/Gambia/31886/2021
Wasfi Fares et al	2	unknown	unknown	unknown	hCoV-19/Tunisia/SP-0362/2021,hCoV-19/Tunisia/SP-0393/2021
Dr Ndodo Nnaemeka et al	14	unknown	unknown	unknown	hCoV-19/Nigeria/NCDC-FCT-10T/2021,hCoV-19/Nigeria/NCDC-FCT-8T/2021,hCoV-19/Nigeria/NCDC-FCT-8Q/2021,hCoV-19/Nigeria/NCDC-FCT-6T/2021,hCoV-19/Nigeria/NCDC-NR86/2021,hCoV-19/Nigeria/NCDC-NR13/2021,hCoV-19/Nigeria/NCDC-NR01/2021,hCoV-19/Nigeria/NCDC-NR81/2021,hCoV-19/Nigeria/NCDC-NR65/2021,hCoV-19/Nigeria/NCDC-NR50/2021,hCoV-19/Nigeria/NCDC-NR137/2021,hCoV-19/Nigeria/NCDC-NR169/2021,hCoV-19/Nigeria/NCDC-NR15/2021,hCoV-19/Nigeria/NCDC-NR06/2021
Omar Elahmer-Abdulla Bashein- Rahma Algheriani-Ahlam Alarif et al	7	unknown	unknown	unknown	hCoV-19/Libya/EMC-9/2021,hCoV-19/Libya/EMC-10/2021,hCoV-19/Libya/EMC-7/2021,hCoV-19/Libya/EMC-8/2021,hCoV-19/Libya/EMC-5/2021,hCoV-19/Libya/EMC-12/2021,hCoV-19/Libya/EMC-11/2021
Elena Gasich et al	2	unknown	unknown	unknown	hCoV-19/Belarus/RRPCEM_VIS_874/2021,hCoV-19/Belarus/RRPCEM-VIS_2008/2021
Souleymane MBOUP et al	13	unknown	unknown	unknown	hCoV-19/Senegal/SN-IR1-38865/2021,hCoV-19/Senegal/SN-IR8-1183/2021,hCoV-19/Senegal/CTE-CHRT-441_bis2/2021,hCoV-19/Senegal/SN-IR1-37267/2021,hCoV-19/Senegal/SN-RUF-21-6295/2021,hCoV-19/Senegal/SN-IR7-1822/2021,hCoV-19/Senegal/SN-RUF-216276/2021,hCoV-19/Senegal/SN-IRFSFOU-32/2021,hCoV-19/Senegal/SN-IRMBO-001060/2021,hCoV-19/Senegal/SN-IR2-0019063/2021,hCoV-19/Senegal/CTE-CHRT-441/2021,hCoV-19/Senegal/SN-IR1-40292/2021,hCoV-19/Senegal/SN-CHRT-1413/2021
Danilo Franco et al	1	Early transmission dynamics, spread, and genomic characterization of SARS-CoV-2 in Panama.	unknown	https://www.medrxiv.org/content/10.1101/2020.07.31.20160929v1	hCoV-19/Panama/332629/2020
Chen J et al with Pathogenomics group Dagdag R et al	1	unknown	unknown	unknown	hCoV-19/USA/AK-PHL048/2020
Priti Prasad et al	1	unknown	unknown	unknown	hCoV-19/India/UP-NBRI-N37-TDT658/2020
Santos et al	2	unknown	unknown	unknown	hCoV-19/Brazil/PA-IEC173005/2020,hCoV-19/Brazil/PB-IEC-177528/2020
Nouar Qutob et al	3	unknown	unknown	unknown	hCoV-19/Palestine/16/2020,hCoV-19/Palestine/94/2020,hCoV-19/Palestine/82/2020
Senjuti Saha et al	2	unknown	unknown	unknown	hCoV-19/Bangladesh/CHRF-0011/2020,hCoV-19/Bangladesh/CHRF-0116/2020
Junsong Zhang et al	1	unknown	unknown	unknown	hCoV-19/Guangdong/SYSU-IHV/2020
Kowalski et al	1	unknown	unknown	unknown	hCoV-19/Poland/PL_MCB_65/2020
Savannah Mwesigwa et al	2	unknown	unknown	unknown	hCoV-19/Uganda/MAKCHScov19/2020,hCoV-19/Uganda/MAKCHScov8/2021
Prof. Dr. Thirumalaisamy P. Velavan et al	1	unknown	unknown	unknown	hCoV-19/Congo/ITM-016-4970/2021
Prof. Francine Ntoumi et al	2	unknown	unknown	unknown	hCoV-19/Congo/ITM-044-1602B4/2021,hCoV-19/Congo/ITM-029-2801A21/2021
Tim Roloff et al	5	unknown	unknown	unknown	hCoV-19/Liechtenstein/UHB-41963137/2021,hCoV-19/Switzerland/BS-UHB-42982916/2021,hCoV-19/Liechtenstein/UHB-761057800/2021,hCoV-19/Liechtenstein/FL-UHB-4202201501/2021,hCoV-19/Liechtenstein/FL-UHB-4198371701/2021
Alexa K Dowdell et al	1	Genomic heterogeneity and clinical characterization of SARS-CoV-2 in Oregon	unknown	https://www.medrxiv.org/content/10.1101/2020.07.30.20160069v1	hCoV-19/USA/OR-PROV-188/2020
